4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.05263, 2.47642, 0
4.04898, 2.47439, 0.00108848
4.04898, 2.47439, 0.00108848
4.04895, 2.47437, 0.00108848
4.04893, 2.47436, 0.00108848
4.05174, 2.47201, 0.0327678
4.05252, 2.47095, 0.0327678
4.05331, 2.46989, 0.0327678
4.05411, 2.46881, 0.0327678
4.05412, 2.4688, 0.0327678
4.05491, 2.46773, 0.0327678
4.05157, 2.47064, 0.01363
4.05195, 2.47002, 0.01363
4.05221, 2.46959, 0.01363
4.0525, 2.46913, 0.01363
4.05279, 2.46867, 0.01363
4.05307, 2.4682, 0.01363
4.05308, 2.4682, 0.01363
4.05338, 2.46771, 0.01363
4.05037, 2.46994, 0.00346752
4.05041, 2.46982, 0.00346752
4.05045, 2.46968, 0.00346752
4.05049, 2.46955, 0.00346752
4.05049, 2.46955, 0.00346752
4.05115, 2.47231, 0.00829065
4.05118, 2.47244, 0.00829065
4.05126, 2.47276, 0.00829065
4.05133, 2.47308, 0.00829065
4.05142, 2.47343, 0.00829065
4.05147, 2.47081, 0.00378811
4.05154, 2.47069, 0.00378811
4.05099, 2.47149, 0.00192833
4.05105, 2.47154, 0.00192833
4.05111, 2.47159, 0.00192833
4.05116, 2.47164, 0.00192833
4.05117, 2.47164, 0.00192833
4.05122, 2.47169, 0.00192833
4.05125, 2.47171, 0.00192833
4.05131, 2.47176, 0.00192833
4.05137, 2.47181, 0.00192833
4.05142, 2.47186, 0.00192833
4.05148, 2.47191, 0.00192833
4.05148, 2.47191, 0.00192833
4.05154, 2.47196, 0.00192833
4.05156, 2.47197, 0.00192833
4.05293, 2.46122, 0.0276509
4.05376, 2.46064, 0.0264911
4.05655, 2.46399, 0.00851317
4.05655, 2.46399, 0.00851317
4.05678, 2.46375, 0.00851317
4.05149, 2.46672, 0.0162256
4.05211, 2.46833, 0.0223483
4.05227, 2.46923, 0.0223483
4.05242, 2.47009, 0.0223483
4.05242, 2.47009, 0.0223483
4.0475, 2.47381, 0.039847
4.04751, 2.47451, 0.039847
4.04753, 2.47602, 0.039847
4.04755, 2.47763, 0.039847
4.05164, 2.4734, 0.011159
4.05471, 2.47219, 0.00620325
4.05484, 2.47238, 0.00620325
4.05003, 2.47274, 0.0102971
4.05002, 2.47314, 0.0102971
4.04415, 2.47014, 0.00614606
4.04397, 2.47, 0.00614606
4.04378, 2.46985, 0.00614606
4.04378, 2.46985, 0.00614606
4.03082, 2.46304, 0.0315322
4.03069, 2.46271, 0.0315322
4.03028, 2.46163, 0.0315322
4.02982, 2.46044, 0.0315322
4.01538, 2.44415, 0.0926976
4.01463, 2.44052, 0.0926976
4.0146, 2.44042, 0.0926976
4.01386, 2.43685, 0.0926976
4.01374, 2.43626, 0.0926976
4.01305, 2.43293, 0.0926976
4.0123, 2.4293, 0.0926976
3.95601, 2.40408, 0.153341
3.95601, 2.40407, 0.153341
3.93427, 2.38241, 0.212958
3.92491, 2.37571, 0.222758
