1.25932, 0.592256, 0
1.27002, 0.597362, 0.000463962
1.29096, 0.624915, 0.712046
1.29985, 0.643204, 0.625952
1.31393, 0.654985, 0.538535
1.3207, 0.65966, 0.580905
1.33921, 0.676965, 0.576696
1.34964, 0.687862, 0.60804
1.36038, 0.710107, 0.616102
1.38206, 0.725313, 0.598119
1.39968, 0.735774, 0.553624
1.4131, 0.739248, 0.573492
1.42727, 0.760563, 0.598373
1.4505, 0.766505, 0.601036
1.45918, 0.790116, 0.639558
1.4832, 0.801864, 0.589804
1.49706, 0.814861, 0.563716
1.51607, 0.814684, 0.5628
1.52449, 0.837624, 0.600655
1.54356, 0.858318, 0.608829
1.58447, 0.8727, 0.605412
1.60449, 0.884395, 0.580235
1.62143, 0.90294, 0.590812
1.6504, 0.912341, 0.570639
1.6638, 0.916889, 0.590845
1.68292, 0.934583, 0.604105
1.69983, 0.945013, 0.637239
1.73042, 0.963113, 0.654187
1.74043, 0.985105, 0.673508
1.76682, 1.00308, 0.663031
1.80226, 1.01009, 0.617762
1.83044, 1.00945, 0.615077
1.84758, 1.02543, 0.60995
1.87431, 1.02862, 0.610964
1.90727, 1.04029, 0.607203
1.92734, 1.05958, 0.623699
1.98043, 1.07354, 0.611873
2.03285, 1.08763, 0.633594
2.06265, 1.09905, 0.636006
2.08775, 1.10436, 0.620972
2.11815, 1.10959, 0.613446
2.14699, 1.10959, 0.613625
2.17722, 1.11758, 0.61565
2.20565, 1.12089, 0.620745
2.23519, 1.12804, 0.62302
2.26171, 1.13394, 0.620033
2.29346, 1.13734, 0.616511
2.3259, 1.13774, 0.617311
2.35181, 1.14423, 0.620152
2.38533, 1.14621, 0.623437
2.41119, 1.1492, 0.622132
2.44558, 1.15365, 0.627384
2.48501, 1.15671, 0.634479
2.51345, 1.15775, 0.634249
2.54534, 1.15324, 0.632209
2.56893, 1.15623, 0.632641
2.60992, 1.15517, 0.636261
2.63502, 1.15578, 0.637272
2.67372, 1.15209, 0.646102
2.70373, 1.15034, 0.649095
2.73678, 1.14635, 0.655306
2.77234, 1.14534, 0.656246
2.81069, 1.14099, 0.666667
2.8423, 1.13846, 0.673505
2.88062, 1.12754, 0.694703
2.91016, 1.11837, 0.695413
2.98196, 1.10013, 0.757891
3.02283, 1.08384, 0.781218
3.05509, 1.07232, 0.780685
3.08955, 1.06016, 0.782459
3.08956, 1.06016, 0.782459
3.15955, 1.04616, 0.804858
3.19609, 1.03697, 0.831131
3.2302, 1.01872, 0.846521
3.26305, 0.998315, 0.863406
3.28932, 0.979153, 0.863599
3.32098, 0.975836, 0.876341
3.35493, 0.953677, 0.892836
3.38229, 0.939658, 0.926116
3.41985, 0.914652, 0.949149
3.4414, 0.894249, 0.926134
3.47049, 0.874608, 0.907292
3.47052, 0.87459, 0.907292
3.54649, 0.84714, 0.962152
3.57574, 0.825441, 1.00747
3.60428, 0.797453, 1.0211
3.63057, 0.770663, 1.01247
3.6563, 0.746185, 0.99682
3.68884, 0.737616, 1.03509
3.71473, 0.702621, 1.0635
3.74391, 0.684546, 1.1175
3.76689, 0.651182, 1.11721
3.79155, 0.615344, 1.12531
3.81959, 0.58216, 1.12074
3.81961, 0.582145, 1.12074
3.88021, 0.543397, 1.16511
3.90307, 0.520965, 1.21743
3.92572, 0.480567, 1.24244
3.94507, 0.439719, 1.18792
3.98523, 0.393028, 1.25443
4.0094, 0.353418, 1.25947
4.02558, 0.314231, 1.2399
4.04317, 0.28026, 1.19955
4.0605, 0.271892, 1.24021
4.07754, 0.228018, 1.24877
4.09612, 0.207706, 1.29665
4.11122, 0.157057, 1.31264
4.12468, 0.117821, 1.29344
4.13766, 0.0777303, 1.25933
4.14798, 0.0680063, 1.31478
4.16253, 0.0200844, 1.32186
4.17296, -0.0095784, 1.38429
4.20181, -0.0586691, 1.38429
4.22787, -0.103021, 1.38429
4.256, -0.150895, 1.38429
4.20502, -0.161278, 1.40249
4.20784, -0.216446, 1.40239
4.21231, -0.242337, 1.4427
4.23733, -0.289798, 1.4427
4.2147, -0.332415, 1.34902
4.21556, -0.375932, 1.30454
4.21465, -0.416881, 1.25503
4.21395, -0.424219, 1.29435
4.20908, -0.474236, 1.29123
4.2058, -0.491184, 1.33593
4.23001, -0.537825, 1.33593
4.19163, -0.59129, 1.31118
4.21542, -0.638639, 1.31118
4.1698, -0.656612, 1.38752
4.19285, -0.706833, 1.38752
4.14691, -0.737074, 1.40563
4.12672, -0.801954, 1.20831
4.14476, -0.839534, 1.20831
